"Permanent Call Number","Location Name","PLACE_CODE","BEGIN_PUB_DATE","Title","Age","Region"
"F1435.3.Y89 C33 2006","3rd Floor","cou",2006.0,"The Carnegie Maya : the Carnegie Institution of Washington Maya research program, 1913-1957 /",15.0,"North America"
"F1765.2 .S9","Main Collection Storage","nyu",1969.0,"The youngest revolution; a personal report on Cuba.",52.0,"North America"
"F1418 .L5 1970","Main Collection Storage","ilu",1970.0,"The Alliance that lost its way; a critical report on the Alliance for progress,",51.0,"North America"
"F1233.5 .P44","3rd Floor","ilu",1978.0,"Jua?rez and Di?az : machine politics in Mexico /",43.0,"North America"
"F1435 .L86 1985","Main Collection Storage","txu",1985.0,"The Lowland Maya Postclassic /",36.0,"North America"
"F1619 .I53 1997","3rd Floor","flu",1997.0,"The indigenous people of the Caribbean /",24.0,"North America"
"F3326 .G83 1968","3rd Floor","mx",1968.0,"El diario del Che en Bolivia /",53.0,"North America"
"F1219.76.R45 L6713 1994","3rd Floor","cou",1994.0,"The offerings of the Templo Mayor of Tenochtitlan /",27.0,"North America"
"F1923 .D83 2004","3rd Floor","mau",2004.0,"Avengers of the New World : the story of the Haitian Revolution /",17.0,"North America"
"F2119 .T73 1993","3rd Floor","tnu",1993.0,"Trinidad ethnicity /",28.0,"North America"
"F1219 .O94 2012","3rd Floor","enk",2012.0,"The Oxford handbook of Mesoamerican archaeology /",9.0,"Europe"
"F1035.N3 W47 1994","3rd Floor","onc",1994.0,"We're rooted here and they can't pull us up : essays in African Canadian women's history /",27.0,"North America"
"F1060.8 .M127","3rd Floor","cau",1980.0,"Fur trade letters of Francis Ermatinger : written to his brother Edward during his service with the Hudson's Bay Company, 1818-1853 /",41.0,"North America"
"F1219.76.E36 R65 1988","Main Collection Storage","mx",1988.0,"Me?xico Tenochtitlan, economi?a y sociedad en el siglo XVI /",33.0,"North America"
"F1232.U82 H47 1995","3rd Floor","wau",1995.0,"General Jose? Cosme Urrea : his life and times, 1797-1849 /",26.0,"North America"
"F1435 .B875","Main Collection Storage","nmu",1975.0,"Pursuit of the ancient Maya : some archaeologists of yesterday /",46.0,"North America"
"F1221.T9 V6","3rd Floor","nyu",1970.0,"The Zinacantecos of Mexico : a modern Maya way of life /",51.0,"North America"
"F1336 .A64 1984","3rd Floor","ilu",1984.0,"Agrarian warlord : Saturnino Cedillo and the Mexican revolution in San Luis Potosi? /",37.0,"North America"
"F1392.A1 N86","Main Collection Storage","enk",1979.0,"Foreign immigrants in early Bourbon Mexico, 1700-1760 /",42.0,"Europe"
"F1219 .D9443 1964","3rd Floor","nyu",1964.0,"The Aztecs : the history of the Indies of New Spain /",57.0,"North America"
"F1413 .L66 1989","Main Collection Storage","ncu",1989.0,"Images of history : nineteenth and early twentieth century Latin American photographs as documents /",32.0,"North America"
"F1234 .E795","3rd Floor","txu",1979.0,"Essays on the Mexican Revolution : revisionist views of the leaders /",42.0,"North America"
"F1788 .H27","3rd Floor","cau",1972.0,"The rise and decline of Fidel Castro; an essay in contemporary history.",49.0,"North America"
"F2176 .C36 2002","3rd Floor","nju",2002.0,"Postnationalism prefigured : Caribbean borderlands /",19.0,"North America"
"F1435.1.T5 M654 2001","3rd Floor","nyu",2001.0,"Tikal : an illustrated history : the ancient Maya capital /",20.0,"North America"
"F1741 .C85 2000","3rd Floor","flu",2000.0,"The cultures of the Hispanic Caribbean /",21.0,"North America"
"F1524.3 .C65 1991","3rd Floor","txu",1991.0,"My car in Managua /",30.0,"North America"
"F1408.3 .L38 2004","3rd Floor","ncu",2004.0,"The Latin American cultural studies reader /",17.0,"North America"
"F2520.1.Y3 P48 1998","3rd Floor","onc",1998.0,"Life among the Yanomami : the story of change among the Xilixana on the Mucajai River in Brazil /",23.0,"North America"
"F1435.1.T8 M44 1982","Main Collection Storage","dcu",1982.0,"On the edge of the sea : mural painting at Tancah-Tulum, Quintana Roo, Mexico /",39.0,"North America"
"F1219.7 .C36 1984","3rd Floor","iau",1984.0,"Ancient Mexico : art, architecture, and culture in the land of the feathered serpent /",37.0,"North America"
"F1609 .S48 1989","3rd Floor","nyu",1989.0,"Caribbean /",32.0,"North America"
"F3736.F5 V36 1989","Main Collection Storage","cau",1989.0,"King of the night : Juan Jose? Flores and Ecuador, 1824-1864 /",32.0,"North America"
"F1281 .S47 2001","3rd Floor","mx",2001.0,"Jerarqui?a territorial y transicio?n poli?tica : Guanajuato, 1790-1836 /",20.0,"North America"
"F2136.5 .B69 1983","Main Collection Storage","ncu",1983.0,"America's Virgin Islands : a history of human rights and wrongs /",38.0,"North America"
"F1509.M9 K44 1938","Main Collection Storage","mau",1938.0,"Mosquito coast : an account of a journey through the jungles of Honduras /",83.0,"North America"
"F1053 .S29","Main Collection Storage","onc",1971.0,"Quebec 70; a documentary narrative",50.0,"North America"
"F2269.1.B67 B62 1987","3rd Floor","ck",1987.0,"Asentamientos indi?genas en el Valle de la Laguna, Samaca?, Boyaca? /",34.0,"South America"
"F1219.76.S35 G63 2004","3rd Floor","mx",2004.0,"Pensamiento en piedra : forma y expresio?n de lo sagrado en la escultura mexicana /",17.0,"North America"
"F1219.1.T27 P35 1976","Main Collection Storage","nyu",1976.0,"The murals of Tepantitla, Teotihuacan /",45.0,"North America"
"F3429 .I584 2014","3rd Floor","enk",2014.0,"Inca sacred space : landscape, site and symbol in the Andes /",7.0,"Europe"
"F1875 .A7 1990","Main Collection Storage","ilu",1990.0,"The old village and the great house : an archaeological and historical examination of Drax Hall Plantation, St. Ann's Bay, Jamaica /",31.0,"North America"
"F1408.3 .S39 2006","3rd Floor","pau",2006.0,"The conquest of history : Spanish colonialism and national histories in the nineteenth century /",15.0,"North America"
"F1928 .A583 1988","3rd Floor","nyu",1988.0,"Haiti : the Duvaliers and their legacy /",33.0,"North America"
"F1219 .W42 1981","3rd Floor","nyu",1981.0,"The Aztecs, Maya, and their predecessors : archaeology of Mesoamerica /",40.0,"North America"
"F2270.2.D4 R413","Main Collection Storage","ilu",1971.0,"Amazonian cosmos; the sexual and religious symbolism of the Tukano Indians.",50.0,"North America"
"F1230 .R4213 l969","3rd Floor","nyu",1969.0,"Narrative of some things of New Spain and of the great city of Temestitan, Mexico /",52.0,"North America"
"F3069 .C63 2003","3rd Floor","cl",2005.0,"Actas del XVI Congreso Nacional de Arqueologi?a Chilena : Tome?, 13 al 17 de octubre de 2003 /",16.0,"South America"
"F1971 .H38 1975","3rd Floor","nyu",1975.0,"Puerto Rico and the Puerto Ricans,",46.0,"North America"
"F1030.5 .T4","Main Collection Storage","nyu",1968.0,"La Salle : the life and times of an explorer /",53.0,"North America"
"F1219 .S85 1984","Main Collection Storage","nyu",1967.0,"A history of the Aztecs and the Mayas and their conquest.",54.0,"North America"
"F1234 .C63","Main Collection Storage","nyu",1969.0,"Blood on the border : the United States Army and the Mexican irregulars /",52.0,"North America"
"F2235.3 .L97 2006","3rd Floor","ctu",2006.0,"Simo?n Boli?var : a life /",15.0,"North America"
"F1413 .C34 1992","3rd Floor","oku",1992.0,"Caudillos : dictators in Spanish America /",29.0,"North America"
"F1233 .S86","Main Collection Storage","cau",1973.0,"The liberators; filibustering expeditions into Mexico, 1848-1862 and the last thrust of manifest destiny.",48.0,"North America"
"F2121 .C55 1986","Main Collection Storage","enk",1986.0,"C.L.R. James : his life and work /",35.0,"Europe"
"F1221 .S43 B87","Main Collection Storage","azu",1976.0,"The Seris /",45.0,"North America"
"F3430.1.M6 M62 2001","3rd Floor","dcu",2001.0,"Moche art and archaeology in ancient Peru /",20.0,"North America"
"F1230 .D53786 1956","3rd Floor","nyu",1956.0,"The Bernal Diaz chronicles : the true story of the conquest of Mexico /",65.0,"North America"
"F3429.1 .C474 M68 1974","3rd Floor","mau",1974.0,"Twenty-four architectural plans of Chan Chan, Peru : structure and form at the capital of Chimor /",47.0,"North America"
"F1219 .S71713 1971","Main Collection Storage","nyu",1971.0,"The four suns; recollections and reflections of an ethnologist in Mexico.",50.0,"North America"
"F1528 .N495 1985","3rd Floor","enk",1985.0,"Nicaragua : a revolution under siege /",36.0,"Europe"
"F1033 .S67","Main Collection Storage","nyu",1941.0,"The treaty of Washington, 1871: a study in imperial history,",80.0,"North America"
"F3429.3.A65 G3713","3rd Floor","inu",1980.0,"Inca architecture /",41.0,"North America"
"F1465.2.T9 B589 1992","3rd Floor","pau",1992.0,"Ignacio : the diary of a Maya Indian of Guatemala /",29.0,"North America"
"F1406.7 .L38 1991","3rd Floor","cou",1991.0,"Latin America, its problems and its promise : a multidisciplinary introduction /",30.0,"North America"
"F1021 .L5","3rd Floor","onc",1970.0,"Living in the seventies.",51.0,"North America"
"F1414.2 .B39 1978","Main Collection Storage","sp",1978.0,"Ame?rica Latina, democracia e integracio?n /",43.0,"Europe"
"F1528 .C3713 1987","Main Collection Storage","ilu",1987.0,"Prophets in combat : the Nicaraguan journal of Bishop Pedro Casalda?liga /",34.0,"North America"
"F1230 .V5713 1992","3rd Floor","mau",1992.0,"The broken spears : the Aztec account of the Conquest of Mexico /",29.0,"North America"
"F1234.V63 K38 1998","3rd Floor","cau",1998.0,"The life and times of Pancho Villa /",23.0,"North America"
"F1060 .S99 2010","3rd Floor","mbc",2010.0,"Storied landscapes : ethno-religious identity and the Canadian Prairies /",11.0,"North America"
"F2726.S26 C43 1995","3rd Floor","nmu",1995.0,"Heroes on horseback : a life and times of the last gaucho caudillos /",26.0,"North America"
"F2519.3.F6 V513","Main Collection Storage","nyu",1973.0,"Xingu.",48.0,"North America"
"F1271 .A44 1992","3rd Floor","mx",1992.0,"Cuesta arriba : memorias de la primera gobernadora /",29.0,"North America"
"F2230.1.E84 U7 2005","3rd Floor","cau",2005.0,"Us and them : archaeology and ethnicity in the Andes /",16.0,"North America"
"F1058.K56 J3 1969","Main Collection Storage","nyu",1969.0,"William King, friend and champion of slaves.",52.0,"North America"
"F1488 .A76","3rd Floor","dcu",1982.0,"El Salvador, a revolution confronts the United States /",39.0,"North America"
"F1246 .S2","3rd Floor","cau",1965.0,"Lower California frontier : articles from the San Diego Union, 1870 /",56.0,"North America"
"F3126 .F3","Main Collection Storage","ilu",1961.0,"Mapuche social structure : institutional reintegration in a patrilineal society of central Chile /",60.0,"North America"
"F1261 .G34 1997","3rd Floor","mx",1997.0,"Chihuahua : fuegos bajo el agua : ensayos sobre su realidad social, poli?tica y cultural /",24.0,"North America"
"F1230 .I97313","3rd Floor","txu",1969.0,"Ally of Corte?s: account 13, of the coming of the Spaniards and the beginning of the evangelical law.",52.0,"North America"
"F1027 .W165","Main Collection Storage","onc",1968.0,"The French Canadians; 1760-1967.",53.0,"North America"
"F1788.22.C3 A5 1992b","3rd Floor","mx",1992.0,"Un Grano de mai?z : conversacio?n con Fidel Castro /",29.0,"North America"
"F1219 .S767","Main Collection Storage","nyu",1928.0,"Ancient civilizations of Mexico and Central America,",93.0,"North America"
"F1435.3.R3 N33x 2015","3rd Floor","mx",2015.0,"Dioses y seres del viento entre los antiguos mayas /",6.0,"North America"
"F3429 .M86 2001","3rd Floor","enk",2001.0,"The Incas and their ancestors : the archaeology of Peru /",20.0,"Europe"
"F2520 .L4813","Main Collection Storage","nyu",1961.0,"Tristes tropiques.",60.0,"North America"
"F1788 .G5853","3rd Floor","nyu",1965.0,"The Cuban revolution and Latin America,",56.0,"North America"
"F1221.T9 E24 2000","3rd Floor","txu",2000.0,"Women & alcohol in a highland Maya town : water of hope, water of sorrow /",21.0,"North America"
"F1219.1 .M53 B43 1975","3rd Floor","nyu",1975.0,"Mexico before Cortez : art, history, legend /",46.0,"North America"
"F1219.1.J3 S57 2005","3rd Floor","mx",2010.0,"El sistema fluvial Lerma-Santiago durante el formativo y el cla?sico temprano : precisiones cronolo?gicas y dina?micas culturales : memoria del Segundo Seminario-Taller sobre Problema?ticas Regionales /",11.0,"North America"
"F1443 .W3","3rd Floor","enk",1961.0,"British Honduras, a historical and contemporary survey.",60.0,"Europe"
"F1414 .A58","Main Collection Storage","pau",1961.0,"Latin America's nationalistic revolutions /",60.0,"North America"
"F1234 .Z274","Main Collection Storage","mx",1979.0,"Documentos ine?ditos sobre Emiliano Zapata y el Cuartel General : seleccionados del archivo de Genovevo de la O, que conserva el Archivo General de la Nacio?n.",42.0,"North America"
"F1924 .N53 1985","3rd Floor","nyu",1985.0,"Haiti in Caribbean context : ethnicity, economy, and revolt /",36.0,"North America"
"F2849.B69 R4513 2008","3rd Floor","cau",2008.0,"In the shadow of Pero?n : Juan Atilio Bramuglia and the second line of Argentina's populist movement /",13.0,"North America"
"F1435.3.M4 O74 1987","3rd Floor","nmu",1987.0,"Indian medicine in highland Guatemala : the pre-Hispanic and colonial periods /",34.0,"North America"
"F2519.1.A6 V56 2012","3rd Floor","nyu",2012.0,"Indigenous youth in Brazilian Amazonia : changing lived worlds /",9.0,"North America"
"F1234 .A22513 1993","3rd Floor","txu",1993.0,"In the shadow of the Mexican revolution : contemporary Mexican history, 1910-1989 /",28.0,"North America"
"F1528 .N5177 1985","3rd Floor","nyu",1985.0,"Nicaragua, the Sandinista People's Revolution : speeches by Sandinista leaders /",36.0,"North America"
"F2264 .G85","3rd Floor","bl",1967.0,"Colombia : bosquejo de su geografi?a tropical /",54.0,"South America"
"F1414.2 .W43 2019","3rd Floor","enk",2019.0,"Revolution and reaction : the diffusion of authoritarianism in Latin America /",2.0,"Europe"
"F1886 .H48 1994","3rd Floor","tnu",1994.0,"The killing time : the Morant Bay rebellion in Jamaica /",27.0,"North America"
"F1213 .T25","3rd Floor","ncu",1959.0,"Mexico, 1825-1828; the journal and correspondence of Edward Thornton Tayloe.",62.0,"North America"
"F1221.T9 C32","3rd Floor","enk",1975.0,"What are norms? : a study of beliefs and action in a Maya community /",46.0,"Europe"
"F2326 .T55 2009","3rd Floor","ncu",2009.0,"The enduring legacy : oil, culture, and society in Venezuela /",12.0,"North America"
"F1412 .R6","3rd Floor","nyu",1961.0,"Rise of the Spanish-American republics, as told in the lives of their liberators /",60.0,"North America"
"F1234 .K49 1970","Main Collection Storage","mau",1935.0,"Tempest over Mexico; a personal chronicle",86.0,"North America"
"F1219.1.C46 D44 2003","3rd Floor","txu",2003.0,"Defiance and deference in Mexico's colonial north : Indians under Spanish rule in Nueva Vizcaya /",18.0,"North America"
"F2823.T7 G67 2004","3rd Floor","ncu",2004.0,"Landscapes of devils : tensions of place and memory in the Argentinean Chaco /",17.0,"North America"
"F2538.2 .M342713","3rd Floor","enk",1971.0,"For the liberation of Brazil /",50.0,"Europe"
"F2276.5 .R44 2011","3rd Floor","ck",2011.0,"La regeneracio?n revisitada : pluriverso y hegemoni?a en la construccio?n del estado-nacio?n en Colombia /",10.0,"South America"
"F1221.H8 V56 2005","3rd Floor","mx",2005.0,"La huastequita : minicro?nicas li?ricas-- /",16.0,"North America"
"F2278 .M3","3rd Floor","ncu",1962.0,"Colombia : a contemporary political survey /",59.0,"North America"
"F1466.7.E84 H3 1997","3rd Floor","nyu",1997.0,"Searching for Everardo : a story of love, war, and the CIA in Guatemala /",24.0,"North America"
"F1788 .D42 1984","Main Collection Storage","cou",1984.0,"Cuba, dilemmas of a revolution /",37.0,"North America"
"F3444 .S47513 2013","3rd Floor","ncu",2013.0,"Revolution in the Andes : the age of Tu?pac Amaru /",8.0,"North America"
"F1508 .H65 1986","3rd Floor","cou",1986.0,"Honduras confronts its future : contending perspectives on critical issues /",35.0,"North America"
"F1034.3 .S56 1993","3rd Floor","onc",1993.0,"Faultlines : struggling for a Canadian vision /",28.0,"North America"
"F1438 .G95 1995","3rd Floor","alu",1995.0,"Central America, 1821-1871 : liberalism before liberal reform /",26.0,"North America"
"F1435.3.K55 M37 2000","3rd Floor","enk",2000.0,"Chronicle of the Maya kings and queens : deciphering the dynasties of the ancient Maya /",21.0,"Europe"
"F2668 .P255 2013","3rd Floor","ncu",2013.0,"The Paraguay reader : history, culture, politics /",8.0,"North America"
"F1219.7 .C63 2013","3rd Floor","enk",2013.0,"Mexico : from the Olmecs to the Aztecs /",8.0,"Europe"
"F3100.C64 C64 2001","3rd Floor","enk",2001.0,"Pinochet and me : a Chilean anti-memoir /",20.0,"Europe"
"F1435.1.Y89 G66 2002","3rd Floor","mx",2002.0,"Caribe maya : historia y bibliografi?a de los mayas antiguos /",19.0,"North America"
"F3430.1 .M6 D657 1978","3rd Floor","cau",1978.0,"Moche art of Peru : Pre-Columbian symbolic communication /",43.0,"North America"
"F2538 .V33 L4","3rd Floor","nyu",1970.0,"The Vargas regime; the critical years, 1934-1938,",51.0,"North America"
"F2986 C45 1982","Main Collection Storage","enk",1982.0,"Drama and power in a hunting society : the Selk'nam of Tierra del Fuego /",39.0,"Europe"
"F1465.3.T4 S63","Main Collection Storage","oku",1980.0,"Guatemalan backstrap weaving /",41.0,"North America"
"F1418 .V45 1973","Main Collection Storage","ag",1973.0,"Estados Unidos y las fuerzas armadas de Ame?rica Latina; la dependencia militar",48.0,"South America"
"F3429.1.M3 R524 2018","3rd Floor","ncu",2018.0,"Making Machu Picchu : the politics of tourism in twentieth-century Peru /",3.0,"North America"
"F1221.N3 F74 1975","3rd Floor","nyu",1975.0,"Being Indian in Hueyapan : a study of forced identity in contemporary Mexico /",46.0,"North America"
"F3101.P56 K67 2003","3rd Floor","nyu",2003.0,"The Pinochet file : a declassified dossier on atrocity and accountability /",18.0,"North America"
"F1219.1.C3 W533 2009","3rd Floor","azu",2009.0,"The neighbors of Casas Grandes : excavating medio period communities of northwest Chihuahua, Mexico /",12.0,"North America"
"F1465.2.Q5 M3885 1999","3rd Floor","cou",1999.0,"Rigoberta Menchu? and the story of all poor Guatemalans /",22.0,"North America"
"F1219.1 .O11 M43","Main Collection Storage","mx",1969.0,"Gui?a oficial de Monte Alba?n [y] Mitla.",52.0,"North America"
"F1788 .C27676","Main Collection Storage","nyu",1969.0,"Fidel Castro speaks /",52.0,"North America"
"F1408.3 .T42 1969","Main Collection Storage","nyu",1969.0,"Some educational and anthropological aspects of Latin America; papers.",52.0,"North America"
"F1465.2.Q5 i F42 1966","Main Collection Storage","gt",1966.0,"Tales from Chichicastenango : Tikal, Piedras Negras, Quirigua ; legends of the Maya-Quiche? /",55.0,"Central America"
"F1438.B25 M3","Main Collection Storage","flu",1963.0,"Justo Rufino Barrios and Central American Union.",58.0,"North America"
"F1234 .O86","Main Collection Storage","mx",1970.0,"El Partido de la Revolucio?n Mexicana (ensayo).",51.0,"North America"
"F1435 .G47 1996","3rd Floor","enk",1996.0,"The Mayan prophecies : unlocking the secrets of a lost civilization /",25.0,"Europe"
"F1219 .P42","Main Collection Storage","nyu",1959.0,"Ancient Mexico : an introduction to the pre-Hispanic cultures /",62.0,"North America"
"F2519.1.A6 M35 1996","3rd Floor","dcu",1996.0,"Amazonia : man and culture in a counterfeit paradise /",25.0,"North America"
"F1408.3 .A663 1966","Main Collection Storage","nyu",1967.0,"Latin America : a cultural history /",54.0,"North America"
"F3429.3.G6 P43 1981","3rd Floor","pe",1981.0,"El Pensamiento indigenista /",40.0,"South America"
"F1414 .D85","3rd Floor","nyu",1970.0,"The quest for change in Latin America; sources for a twentieth-century analysis,",51.0,"North America"
"F3429.1.A45 L385 2011","3rd Floor","iau",2011.0,"Andean expressions : art and archaeology of the Recuay culture /",10.0,"North America"
"F1391.T3 L4","3rd Floor","ilu",1951.0,"Life in a Mexican village: Tepoztla?n restudied;",70.0,"North America"
"F1435.3 .A7 S75 1975","3rd Floor","nyu",1975.0,"A study of Maya art : its subject matter and historical development /",46.0,"North America"
"F1418 .I59615","Main Collection Storage","mau",1952.0,"Pan Americanism and democracy.",69.0,"North America"
"F1236.7 .E36 2016","3rd Floor","mdu",2016.0,"Contemporary Mexican Politics /",5.0,"North America"
"F3094 .C7","3rd Floor","enk",1967.0,"Ideas and politics of Chilean independence 1808-1833,",54.0,"Europe"
"F1525.3 .C84 N48 1987","Main Collection Storage","oku",1987.0,"Indian survival in colonial Nicaragua /",34.0,"North America"
"F1439.5 .B47 1985","3rd Floor","nyu",1985.0,"Inside Central America : the essential facts past and present on El Salvador, Nicaragua, Honduras, Guatemala, and Costa Rica /",36.0,"North America"
"F2230.2.G72 G35 2003","3rd Floor","cau",2003.0,"The Guarani? under Spanish rule in the Ri?o de la Plata /",18.0,"North America"
"F3442 .C73","3rd Floor","mdu",1968.0,"The discovery and conquest of Peru; a translation of Books I to IV of Agusti?n de Za?rate's history of these events, supplemented by eye-witness accounts of certain incidents by Francisco de Jerez, Miguel Estete, Juan Ruiz de Arce, Hernando Pizarre [sic], Diege [sic] de Trujillo, and Alonso de Guzman, who took part in the conquest, and by Pedro Cieza de Leo?n, Garcilaso de la Vega 'the Inca, ' and Jose? de Acesta, later historians who had first hand sources of information.",53.0,"North America"
"F1923.T69 B45 2007","3rd Floor","nyu",2007.0,"Toussaint Louverture : a biography /",14.0,"North America"
"F1219.1.T27 S35","Main Collection Storage","mx",1966.0,"Arqueologi?a de Teotihuaca?n: la cera?mica.",55.0,"North America"
"F1418 .N397 1999","3rd Floor","mdu",1999.0,"Neighborly adversaries : readings in U.S.-Latin American relations /",22.0,"North America"
"F1410 .C1834 1984","3rd Floor","enk",2008.0,"The Cambridge history of Latin America /",13.0,"Europe"
"F1221.H9 W59 2001","3rd Floor","mx",2001.0,"Los wixa?rika /",20.0,"North America"
"F3781.3 .L36 2002","3rd Floor","nmu",2002.0,"Quito 1599 : city and colony in transition /",19.0,"North America"
"F2041 .L36 2005","3rd Floor","enk",2005.0,"White Creole culture, politics, and identity during the age of abolition /",16.0,"Europe"
"F1219.1.T2 P38 2009","3rd Floor","mx",2009.0,"El Taji?n : arte y poder /",12.0,"North America"
"F2689 .L48","Main Collection Storage","ncu",1980.0,"Paraguay under Stroessner /",41.0,"North America"
"F1465.P8 B37 2008","3rd Floor","oku",2008.0,"Maya sacred geography and the creator deities /",13.0,"North America"
"F3429.1.J37 H37 1993","3rd Floor","enk",1993.0,"Agriculture and the onset of political inequality before the Inka /",28.0,"Europe"
"F1219.3.M59 B3","Main Collection Storage","mx",1971.0,"Sonora hacia fines del siglo XVIII; un informe del misionero franciscano fray Francisco Antonio Barbastro, con otros documentos complementarios.",50.0,"North America"
"F1435.2.U7 K69 1987","Main Collection Storage","oku",1987.0,"The House of the Governor : a Maya palace at Uxmal, Yucatan, Mexico /",34.0,"North America"
"F2171 .B66","Main Collection Storage","nyu",1947.0,"Democracy and empire in the Caribbean : a contemporary review /",74.0,"North America"
"F1435 .G49 2000","3rd Floor","nmu",2000.0,"The great Maya droughts : water, life, and death /",21.0,"North America"
"F1034.2 .W665 2008","3rd Floor","quc",2008.0,"The world in Canada : diaspora, demography, and domestic politics /",13.0,"North America"
"F2169 .A37","3rd Floor","mdu",1979.0,"Africa and the Caribbean : the legacies of a link /",42.0,"North America"
"F1236 .L32 1995","3rd Floor","mau",1995.0,"Democracy in Mexico : peasant rebellion and political reform /",26.0,"North America"
"F2229 .A82 2015","3rd Floor","cou",2015.0,"The archaeology of wak'as : explorations of the sacred in the pre-Columbian Andes /",6.0,"North America"
"F1230 .L3413 1993","3rd Floor","ilu",1993.0,"The Mexican dream, or, The interrupted thought of Amerindian civilizations /",28.0,"North America"
"F1410 .C725 2000","3rd Floor","nyu",2000.0,"Colonial lives : documents on Latin American history, 1550-1850 /",21.0,"North America"
"F1219.1.M5 L657 2003","3rd Floor","mx",2003.0,"Rescate arqueolo?gico en la Catedral y el Sagrario metropolitanos : estudio de ofrendas /",18.0,"North America"
"F1226 .M53 2002","3rd Floor","ncu",2002.0,"The Mexico reader : history, culture, politics /",19.0,"North America"
"F1408.3 .L43 1986","Main Collection Storage","deu",1986.0,"Portraits and essays : historical and literary sketches of early Spanish America /",35.0,"North America"
"F1035 .N3 L47","Main Collection Storage","quc",1971.0,"Let the Niggers burn: The Sir George Williams University affair and its Caribbean aftermath,",50.0,"North America"
"F1033 .B754 1971","Main Collection Storage","onc",1971.0,"Letters to Limbo.",50.0,"North America"
"F1435.1.P87 P73","3rd Floor","ctu",1975.0,"Tradition and adaptation : life in a modern Yucatan Maya village /",46.0,"North America"
"F1776 .P46 1995","3rd Floor","nyu",1995.0,"Cuba : between reform and revolution /",26.0,"North America"
"F1219.76.C35 M37 2004","3rd Floor","mx",2004.0,"The Aztec calendar and other solar monuments /",17.0,"North America"
"F1763 .H913 2011","3rd Floor","ilu",2011.0,"Political essay on the island of Cuba /",10.0,"North America"
"F1419 .A1 M6","3rd Floor","mau",1967.0,"Race mixture in the history of Latin America /",54.0,"North America"
"F2380 .I3 1967","Main Collection Storage","nyu",1967.0,"Among the Indians of Guiana, being sketches chiefly anthropologic from the interior of British Guiana.",54.0,"North America"
"F1411 .H32","3rd Floor","ilu",1974.0,"All mankind is one; a study of the disputation between Bartolome? de Las Casas and Juan Gine?s de Sepu?lveda in 1550 on the intellectual and religious capacity of the American Indians.",47.0,"North America"
"F3429.1 .H83 S65 1984","Main Collection Storage","cau",1984.0,"Huarochiri?, an Andean society under Inca and Spanish rule /",37.0,"North America"
"F1221 .T56 L63 1986","3rd Floor","utu",1986.0,"The Tlaxcalan actas : a compendium of the records of the Cabildo of Tlaxcala, (1545-1627) /",35.0,"North America"
"F1435.3.A6 S34 1998","3rd Floor","nyu",1998.0,"The code of kings : the language of seven sacred Maya temples and tombs /",23.0,"North America"
"F1465.1.F56 V65 1983","3rd Floor","mau",1983.0,"Voices of the survivors : the massacre at Finca San Francisco, Guatemala /",38.0,"North America"
"F1435.3.E27 G66 2009","3rd Floor","azu",2009.0,"Global Maya : work and ideology in rural Guatemala /",12.0,"North America"
"F1439 .K78 2008","3rd Floor","enk",2008.0,"Guerrillas : war and peace in Central America /",13.0,"Europe"
"F1233 .R75 A4 1986","Main Collection Storage","kyu",1986.0,"Mexican lobby : Mati?as Romero in Washington, 1861-1867 /",35.0,"North America"
"F1221.Z3 C469 1993","3rd Floor","ilu",1993.0,"La Zandunga : of fieldwork and friendship in southern Mexico /",28.0,"North America"
"F1231 .G42","Main Collection Storage","nju",1979.0,"The southeast frontier of New Spain /",42.0,"North America"
"F1921 .D83 2012","3rd Floor","nyu",2012.0,"Haiti : the aftershocks of history /",9.0,"North America"
"F1875 .A44 2008","3rd Floor","alu",2008.0,"Pre-Columbian Jamaica /",13.0,"North America"
"F1788 .D69","3rd Floor","nyu",1962.0,"Castro's revolution, myths and realities.",59.0,"North America"
"F1565.2.C8 H69 1986","3rd Floor","txu",1986.0,"The Kuna gathering : contemporary village politics in Panama /",35.0,"North America"
"F1563 .B37 1990","3rd Floor","nmu",1990.0,"Panama : a country guide /",31.0,"North America"
"F1410 .C26913 2011","3rd Floor","cau",2011.0,"The other West : Latin America from invasion to globalization /",10.0,"North America"
"F3031.5.C38 1984","Main Collection Storage","enk",1984.0,"Another story : women and the Falklands War /",37.0,"Europe"
"F1227 .C43","Main Collection Storage","mx",1947.0,"Co?dice Osuna, reproduccion facsimilar de la obra del mismo titulo, editada en Madrid, 1878, acompan?ada de 158 pa?ginas ine?ditas encontradas en el Archivo general de la Nacio?n (Mexico)",74.0,"North America"
"F1229 G47 1982","Main Collection Storage","nju",1982.0,"The north frontier of New Spain /",39.0,"North America"
"F1232.S23 A32","3rd Floor","txu",1967.0,"The eagle : the autobiography of Santa Anna /",54.0,"North America"
"F1528 .M67 1987","3rd Floor","mdu",1987.0,"The secret war in Central America : Sandinista assault on world order /",34.0,"North America"
"F1219.7 .A72 1985","Main Collection Storage","cou",1985.0,"The Archaeology of West and Northwest Mesoamerica /",36.0,"North America"
"F1419.N4 B52 2003","3rd Floor","enk",2003.0,"Blacks, coloureds and national identity in nineteenth-century Latin America /",18.0,"Europe"
"F2121 .R92 1972","3rd Floor","onc",1972.0,"Race and nationalism in Trinidad and Tobago : a study of decolonization in a multiracial society /",49.0,"North America"
